Timestamp,Pickup Postcode,Dropoff Postcode,Distance (km),Duration (minutes),Fare Amount (£),Tip (%),Tip Amount (£),Total Amount (£),Payment Type,Passenger Count
2024-02-23 16:15:34,G427RS,G521TJ,5.007,21.38,14.61,10.0%,1.46,16.07,Card,1
2024-02-23 16:17:55,G523HZ,G513AH,4.502,17.75,12.95,5.0%,0.65,13.6,Card,2
2024-02-23 16:34:03,G512RY,G512DN,0.758,14.33,8.93,10.0%,0.89,9.82,Card,2
2024-02-23 17:10:30,G11QW,G134TF,11.618,32.1,23.36,0.0%,0.0,23.36,Unknown,1
2024-02-23 17:16:17,G156JD,G120LN,5.287,24.23,15.83,0.0%,0.0,16.62,Unknown,2
2024-02-23 17:22:03,G521LJ,G207QB,6.576,23.53,16.55,0.0%,0.0,16.55,Unknown,1
2024-02-23 18:04:08,G36SJ,G522AR,11.569,20.47,19.21,0.0%,0.0,20.17,Cash,1
2024-02-23 18:04:37,G427DD,G521AG,6.596,23.27,16.47,0.0%,0.0,16.47,Unknown,1
2024-02-23 18:25:25,G29XB,G13LA,1.212,20.38,11.41,0.0%,0.0,11.41,Cash,1
2024-02-23 18:36:06,G134DD,G313DJ,13.121,39.93,27.25,0.0%,0.0,27.25,Card,2
2024-02-23 18:55:32,G156HH,G50AF,15.505,35.28,27.39,5.0%,1.37,28.76,Card,2
2024-02-23 19:12:36,G15NP,G120LZ,9.273,22.77,18.3,5.0%,0.92,19.22,Card,1
2024-02-23 19:18:50,G158BN,G120XS,6.606,13.27,12.94,5.0%,0.65,13.59,Card,1
2024-02-23 19:38:49,G413JS,G235LY,10.789,29.33,21.76,0.0%,0.0,22.85,Cash,2
2024-02-23 20:02:52,G411DP,G13LX,4.42,19.0,13.33,0.0%,0.0,13.33,Card,1
2024-02-23 20:28:16,G413RD,G131UN,11.474,21.08,19.35,5.0%,0.97,20.32,Card,1
2024-02-23 20:47:15,G156EG,G226AD,8.3,17.37,15.66,0.0%,0.0,15.66,Card,1
2024-02-23 21:09:45,G521AT,G120EY,8.113,15.92,15.01,5.0%,0.75,15.76,Card,2
2024-02-23 21:14:19,G120JZ,G428UA,9.044,20.92,17.47,0.0%,0.0,17.47,Card,1
2024-02-23 21:45:11,G158TA,G413NY,15.603,29.88,25.56,0.0%,0.0,25.56,Card,1
2024-02-23 22:03:12,G413BY,G117LR,9.288,18.57,16.83,0.0%,0.0,16.83,Card,1
2024-02-23 22:36:37,G412QE,G149AR,9.277,14.67,15.44,0.0%,0.0,15.44,Card,1
2024-02-23 22:50:08,G225EX,G523DL,12.242,16.95,18.47,0.0%,0.0,18.47,Card,2
2024-02-23 22:56:10,G411TE,G38XZ,4.261,10.67,10.27,0.0%,0.0,10.27,Card,1
2024-02-23 23:31:02,G36BE,G49HJ,1.203,4.53,6.9,0.0%,0.0,7.24,Cash,1
2024-02-23 23:35:04,G149QE,G149DJ,1.35,3.27,6.57,0.0%,0.0,6.57,Card,1
2024-02-23 23:35:16,G511QH,G120PD,7.691,16.73,16.08,0.0%,0.0,16.08,Cash,1
2024-02-23 23:43:50,G413RG,G58LS,3.372,10.6,10.67,0.0%,0.0,10.67,Card,2
2024-02-23 23:57:03,G40HN,G117JP,5.557,16.2,14.29,0.0%,0.0,14.29,Card,1
2024-02-23 23:57:57,G227LS,G312QQ,7.508,18.55,16.59,0.0%,0.0,16.59,Cash,1
2024-02-23 23:59:14,G401HZ,G514NU,9.02,15.4,16.61,0.0%,0.0,16.61,Card,1
2024-02-24 00:01:28,G235ES,G40DT,6.688,18.33,15.89,0.0%,0.0,15.89,Card,1
2024-02-24 00:12:12,G28DU,G38BX,2.814,9.55,9.88,10.0%,0.99,10.87,Card,1
2024-02-24 00:14:22,G134PL,G522UB,8.442,16.57,16.59,5.0%,0.83,17.42,Card,1
2024-02-24 00:29:15,G513DH,G28QW,4.829,13.32,12.73,5.0%,0.64,13.37,Card,2
2024-02-24 00:51:25,G40DS,G514DF,8.348,14.1,15.64,0.0%,0.0,15.64,Cash,1
2024-02-24 01:15:35,G120XE,G156DP,6.055,12.8,13.46,0.0%,0.0,13.46,Card,1
2024-02-24 01:21:51,G37DN,G413QZ,7.352,12.3,14.26,0.0%,0.0,15.69,Cash,1
2024-02-24 01:42:02,G412JN,G514ST,6.894,14.97,14.86,0.0%,0.0,14.86,Card,1
2024-02-24 01:42:10,G427AP,G521LY,6.065,15.45,14.41,0.0%,0.0,14.41,Cash,3
2024-02-24 01:42:40,G511LU,G58QB,3.066,9.23,9.96,0.0%,0.0,9.96,Card,2
2024-02-24 02:34:50,G29SW,G28HA,1.775,10.12,9.31,0.0%,0.0,9.31,Card,1
2024-02-24 03:18:51,G208DT,G213UG,7.295,16.9,15.84,0.0%,0.0,15.84,Unknown,2
2024-02-24 04:12:03,G420NP,G427BQ,2.252,6.45,8.37,0.0%,0.0,8.79,Unknown,1
2024-02-24 05:29:37,G38PW,G59EA,3.451,7.75,9.73,0.0%,0.0,9.73,Card,2
2024-02-24 05:30:44,G213SU,G156DQ,11.379,23.75,21.33,0.0%,0.0,21.33,Card,3
2024-02-24 05:41:30,G312UF,G58PA,6.504,14.22,14.3,0.0%,0.0,14.3,Card,1
2024-02-24 05:55:33,G133JN,G414ND,14.45,22.02,23.02,15.0%,3.45,26.47,Card,1
2024-02-24 05:56:10,G128YN,G511SQ,4.252,14.65,12.77,5.0%,0.64,13.41,Card,1
2024-02-24 06:05:34,G415DS,G200EY,9.169,24.22,18.73,0.0%,0.0,18.73,Card,1
2024-02-24 06:35:01,G214XP,G314TB,6.624,15.67,13.8,0.0%,0.0,13.8,Card,1
2024-02-24 06:51:53,G58NG,G40RP,3.167,12.25,10.0,0.0%,0.0,11.0,Unknown,2
2024-02-24 06:54:35,G521EF,G522QE,3.013,8.45,8.55,5.0%,0.43,8.98,Card,1
2024-02-24 07:10:59,G120DJ,G514RQ,4.31,22.68,14.55,0.0%,0.0,14.55,Card,1
2024-02-24 07:12:22,G414HH,G158SZ,12.499,32.87,24.29,0.0%,0.0,24.29,Card,1
2024-02-24 07:22:00,G131YR,G209QR,3.82,19.97,13.22,0.0%,0.0,13.22,Card,2
2024-02-24 07:27:55,G207QE,G521ET,6.625,24.52,16.93,0.0%,0.0,16.93,Card,1
2024-02-24 07:34:24,G117XG,G120UP,2.67,21.05,12.74,0.0%,0.0,12.74,Card,1
2024-02-24 07:36:39,G37RH,G235AD,5.397,26.55,16.73,5.0%,0.84,17.57,Card,1
2024-02-24 07:38:27,G402BU,G37EG,4.335,24.47,15.2,0.0%,0.0,15.2,Card,2
2024-02-24 07:40:14,G524HW,G27PB,11.175,25.37,20.65,0.0%,0.0,20.65,Card,1
2024-02-24 08:00:39,G117AQ,G214NQ,9.25,29.02,20.49,0.0%,0.0,20.49,Card,1
2024-02-24 08:10:17,G128RG,G415AY,10.276,27.2,20.62,0.0%,0.0,20.62,Card,1
2024-02-24 08:12:46,G313LW,G58AF,6.622,20.12,15.38,5.0%,0.77,16.15,Card,2
2024-02-24 09:08:20,G429EN,G58BN,5.524,23.53,15.76,5.0%,0.79,16.55,Card,2
2024-02-24 10:03:49,G117NG,G213JP,11.889,25.08,21.08,10.0%,2.11,23.19,Card,2
2024-02-24 10:16:59,G402LD,G523EB,11.051,18.32,18.06,0.0%,0.0,18.06,Card,2
2024-02-24 10:17:47,G37TT,G521TG,8.171,14.43,14.53,0.0%,0.0,14.53,Card,1
2024-02-24 10:41:46,G427LZ,G225EL,5.749,15.17,12.97,0.0%,0.0,12.97,Card,1
2024-02-24 10:45:05,G157DW,G26AY,11.994,22.95,20.4,10.0%,2.04,22.44,Card,2
2024-02-24 10:48:54,G213TX,G413EE,13.062,18.12,19.5,10.0%,1.95,21.45,Card,2
2024-02-24 10:55:33,G15PU,G208LB,6.127,20.5,15.14,5.0%,0.76,15.9,Card,2
2024-02-24 11:17:27,G59XB,G22EP,2.565,11.85,9.41,5.0%,0.47,9.88,Card,2
2024-02-24 11:35:37,G311DU,G403LA,3.097,9.37,8.93,0.0%,0.0,9.38,Unknown,1
2024-02-24 12:23:01,G514AD,G522TT,2.163,4.48,6.51,0.0%,0.0,6.51,Card,2
2024-02-24 12:33:49,G414DB,G132QL,11.078,20.92,19.0,5.0%,0.95,19.95,Card,1
2024-02-24 12:49:09,G38AG,G208QL,3.41,13.15,10.5,0.0%,0.0,10.5,Card,2
2024-02-24 12:57:59,G50YE,G414QN,3.367,12.87,10.37,0.0%,0.0,10.37,Card,2
2024-02-24 13:15:52,G149DJ,G413RW,12.485,16.38,18.45,0.0%,0.0,18.45,Card,1
2024-02-24 13:50:54,G207JN,G513XS,7.275,13.88,13.66,0.0%,0.0,15.71,Cash,2
2024-02-24 14:09:32,G208BX,G212EY,6.851,19.63,15.37,0.0%,0.0,17.68,Cash,1
2024-02-24 14:18:08,G212LA,G208RP,5.292,15.07,12.59,0.0%,0.0,12.59,Unknown,2
2024-02-24 14:34:01,G132UX,G157TG,4.187,7.93,9.24,0.0%,0.0,9.24,Unknown,1
2024-02-24 14:36:44,G132QQ,G226DX,6.295,15.62,13.54,0.0%,0.0,13.54,Card,2
2024-02-24 14:44:33,G404TQ,G523JP,14.412,19.05,20.84,0.0%,0.0,20.84,Card,1
2024-02-24 14:50:09,G414RZ,G207UZ,8.009,15.93,14.94,0.0%,0.0,14.94,Card,1
2024-02-24 15:06:46,G129PX,G120YJ,2.596,8.07,8.1,0.0%,0.0,8.1,Card,1
2024-02-24 15:17:15,G158PF,G524EP,14.193,22.95,22.05,0.0%,0.0,22.05,Card,1
2024-02-24 15:58:30,G413QF,G511AF,5.485,14.0,12.36,0.0%,0.0,13.6,Cash,1
2024-02-24 16:01:22,G131DH,G427PL,10.26,28.35,21.01,0.0%,0.0,21.01,Card,1
2024-02-24 16:16:13,G513AB,G522ER,3.712,17.37,12.22,0.0%,0.0,13.44,Cash,2
2024-02-24 16:27:58,G206LQ,G23EF,2.945,23.58,13.84,0.0%,0.0,14.53,Cash,2
2024-02-24 16:35:12,G522JU,G401HX,13.018,24.92,21.87,0.0%,0.0,21.87,Card,1
2024-02-24 16:41:24,G403AQ,G411HA,5.164,22.32,15.06,0.0%,0.0,15.06,Card,2
2024-02-24 17:02:52,G514AY,G38AD,6.38,19.87,15.11,0.0%,0.0,15.11,Unknown,2
2024-02-24 17:04:31,G129HN,G38UD,6.01,22.13,15.63,0.0%,0.0,15.63,Card,1
2024-02-24 17:08:14,G38HE,G40PE,5.211,26.5,16.57,0.0%,0.0,16.57,Card,1
2024-02-24 17:18:43,G208LD,G40WX,5.749,31.95,18.9,5.0%,0.94,19.84,Card,2
2024-02-24 17:26:47,G312NU,G511AB,11.341,27.5,21.52,10.0%,2.15,23.67,Card,1
2024-02-24 17:53:31,G314LE,G49TL,6.61,24.8,17.02,5.0%,0.85,17.87,Card,1
2024-02-24 18:12:21,G129UA,G420JU,13.754,33.38,25.41,0.0%,0.0,25.41,Cash,1
2024-02-24 18:31:06,G157AB,G11UT,12.009,47.43,29.07,0.0%,0.0,29.07,Cash,2
2024-02-24 18:31:51,G514JT,G514BH,1.682,16.07,10.24,5.0%,0.51,10.75,Card,1
2024-02-24 18:32:38,G428UE,G129QN,9.329,27.05,19.85,0.0%,0.0,20.84,Unknown,2
2024-02-24 18:35:19,G157PZ,G128DH,7.265,27.02,18.3,0.0%,0.0,18.3,Card,1
2024-02-24 18:41:16,G28LH,G523BE,8.208,24.13,17.98,0.0%,0.0,17.98,Cash,1
2024-02-24 18:44:23,G413HR,G116NB,9.215,28.22,20.18,0.0%,0.0,21.19,Cash,1
2024-02-24 18:47:38,G158JY,G428RX,15.818,40.2,29.37,5.0%,1.47,30.84,Card,3
2024-02-24 18:55:12,G129TQ,G200HN,3.914,18.43,12.75,5.0%,0.64,13.39,Card,1
2024-02-24 19:40:44,G513SJ,G311QL,10.482,18.65,17.75,0.0%,0.0,17.75,Card,2
2024-02-24 20:01:11,G314HX,G401EF,2.605,7.0,7.73,0.0%,0.0,7.73,Card,1
2024-02-24 20:53:12,G414PU,G40YB,5.88,19.6,14.64,0.0%,0.0,15.37,Cash,1
2024-02-24 21:05:23,G117PE,G429AX,11.272,17.33,17.88,0.0%,0.0,17.88,Cash,1
2024-02-24 21:09:22,G226RB,G11DX,5.98,15.27,13.18,0.0%,0.0,13.18,Cash,2
2024-02-24 21:13:33,G412AB,G402QE,4.443,12.1,10.91,0.0%,0.0,10.91,Card,2
2024-02-24 21:33:23,G212HG,G429SB,13.139,20.35,20.34,10.0%,2.03,22.37,Card,1
2024-02-24 21:50:04,G522EG,G213DU,15.794,29.2,25.46,0.0%,0.0,25.46,Card,1
2024-02-24 22:10:23,G129UA,G512RZ,5.931,14.88,13.01,0.0%,0.0,13.01,Card,1
2024-02-24 22:15:41,G402AJ,G38PW,5.537,18.2,13.88,5.0%,0.69,14.57,Card,2
2024-02-24 22:36:31,G213PJ,G312BA,8.386,12.57,14.03,5.0%,0.7,14.73,Card,2
2024-02-24 22:40:26,G412AA,G11QZ,4.973,18.68,13.63,0.0%,0.0,13.63,Card,1
2024-02-24 22:43:32,G314XB,G120NZ,9.913,23.35,18.99,5.0%,0.95,19.94,Card,2
2024-02-24 22:48:15,G413TN,G156TG,14.234,25.32,22.92,0.0%,0.0,22.92,Card,1
2024-02-24 22:52:51,G208EE,G37UD,4.32,12.03,10.79,15.0%,1.62,12.41,Card,1
2024-02-24 22:58:30,G524DD,G117DA,8.902,13.57,14.77,0.0%,0.0,14.77,Card,1
2024-02-24 23:06:31,G207AH,G133AN,7.82,18.4,16.77,0.0%,0.0,16.77,Cash,2
2024-02-24 23:08:32,G40TG,G401AG,0.926,2.45,5.96,0.0%,0.0,5.96,Card,2
2024-02-24 23:30:36,G513RN,G513PB,2.36,6.98,8.64,0.0%,0.0,8.64,Card,1
2024-02-24 23:32:43,G15RY,G120HJ,6.392,22.9,17.29,10.0%,1.73,19.02,Card,2
2024-02-24 23:33:46,G403LG,G521NJ,9.611,17.02,17.62,0.0%,0.0,17.62,Card,2
2024-02-24 23:38:04,G403HF,G128LL,8.897,20.45,18.3,0.0%,0.0,18.3,Card,1
2024-02-24 23:48:06,G120AR,G213RH,10.897,26.48,21.93,5.0%,1.1,23.03,Card,1
2024-02-24 23:59:12,G314LD,G132EX,15.01,23.97,24.13,5.0%,1.21,25.34,Card,1
2024-02-25 00:06:24,G402RR,G38LN,4.973,17.48,14.31,0.0%,0.0,14.31,Card,1
2024-02-25 00:07:21,G116ED,G227NT,7.158,21.0,17.19,0.0%,0.0,18.05,Cash,2
2024-02-25 00:55:01,G428BW,G512UD,5.814,14.92,14.03,5.0%,0.7,14.73,Card,1
2024-02-25 00:57:00,G131SA,G117DA,2.368,6.67,8.53,10.0%,0.85,9.38,Card,1
2024-02-25 01:07:34,G27EZ,G200SJ,6.47,17.38,15.39,0.0%,0.0,15.39,Cash,1
2024-02-25 01:12:29,G157QP,G200QR,6.391,13.53,13.97,0.0%,0.0,13.97,Unknown,1
2024-02-25 01:39:10,G128NU,G207XX,1.295,4.48,6.95,0.0%,0.0,6.95,Cash,3
2024-02-25 02:29:07,G120NL,G38QZ,4.05,11.28,11.42,5.0%,0.57,11.99,Card,1
2024-02-25 02:59:09,G120ND,G214HY,7.128,19.97,16.8,0.0%,0.0,16.8,Cash,2
2024-02-25 03:11:31,G26SY,G116QJ,3.205,11.88,11.0,0.0%,0.0,11.0,Card,2
2024-02-25 05:09:48,G513SY,G312PE,9.426,20.93,18.86,0.0%,0.0,18.86,Card,2
2024-02-25 05:11:55,G213AW,G129BA,5.969,15.52,14.36,5.0%,0.72,15.08,Card,1
2024-02-25 05:16:23,G131QX,G404LA,13.503,18.8,21.17,10.0%,2.12,23.29,Card,2
2024-02-25 05:17:24,G13BS,G132TA,8.924,17.78,17.38,0.0%,0.0,17.38,Card,1
2024-02-25 05:35:50,G120NE,G131JG,2.242,5.25,7.94,0.0%,0.0,8.73,Unknown,2
2024-02-25 05:48:34,G521JX,G226DW,10.186,22.4,19.95,0.0%,0.0,22.94,Cash,1
2024-02-25 05:48:54,G513LG,G129UY,5.303,13.23,13.05,0.0%,0.0,13.05,Card,1
2024-02-25 06:12:31,G11PE,G521NH,7.74,17.0,15.11,0.0%,0.0,15.11,Card,1
2024-02-25 06:21:47,G513UD,G149DZ,4.492,9.85,10.15,0.0%,0.0,10.66,Unknown,1
2024-02-25 07:01:43,G312UB,G131JS,11.946,25.13,21.14,0.0%,0.0,21.14,Cash,1
2024-02-25 07:09:11,G158TE,G225BT,9.694,30.03,21.18,0.0%,0.0,21.18,Cash,2
2024-02-25 07:28:58,G415AJ,G213PA,12.057,36.08,25.09,0.0%,0.0,25.09,Cash,2
2024-02-25 07:34:51,G214JL,G115EQ,6.886,26.7,17.9,5.0%,0.9,18.8,Card,1
2024-02-25 07:38:45,G212LX,G117EQ,9.338,20.7,17.62,15.0%,2.64,20.26,Card,1
2024-02-25 07:50:47,G235LS,G403PE,11.871,38.37,25.76,0.0%,0.0,25.76,Card,1
2024-02-25 07:51:39,G131RZ,G120SF,3.43,22.17,13.71,0.0%,0.0,13.71,Card,1
2024-02-25 07:53:45,G514XW,G415NJ,4.046,17.65,12.57,0.0%,0.0,12.57,Card,2
2024-02-25 07:53:55,G427EN,G313RU,6.413,25.77,17.22,0.0%,0.0,17.22,Card,2
2024-02-25 08:04:30,G134DT,G28JX,9.482,30.35,21.14,5.0%,1.06,22.2,Card,2
2024-02-25 08:05:41,G206DJ,G208NH,2.555,16.07,10.89,0.0%,0.0,10.89,Card,1
2024-02-25 08:08:38,G128AP,G208NT,0.787,15.98,9.54,0.0%,0.0,9.54,Card,1
2024-02-25 08:15:06,G58EL,G212QR,4.028,25.52,15.34,5.0%,0.77,16.11,Card,1
2024-02-25 08:20:17,G140PZ,G212NU,12.754,36.32,25.7,0.0%,0.0,25.7,Card,2
2024-02-25 08:32:08,G403SD,G403BQ,0.867,15.08,9.28,0.0%,0.0,9.28,Card,2
2024-02-25 08:33:29,G38SS,G115NR,1.64,17.42,10.69,0.0%,0.0,10.69,Card,1
2024-02-25 08:50:39,G521DL,G226RY,9.368,31.7,21.53,0.0%,0.0,21.53,Unknown,2
2024-02-25 09:00:10,G523AT,G403BS,10.322,29.37,21.42,0.0%,0.0,21.42,Card,1
2024-02-25 09:05:11,G522DZ,G120JN,6.494,24.9,16.97,0.0%,0.0,16.97,Card,2
2024-02-25 09:15:49,G49SX,G131XQ,6.209,27.82,17.79,0.0%,0.0,17.79,Cash,1
2024-02-25 09:23:33,G28NF,G149BP,7.025,22.6,16.55,0.0%,0.0,16.55,Card,1
2024-02-25 09:25:27,G524FD,G134HQ,10.22,32.25,22.36,0.0%,0.0,22.36,Card,2
2024-02-25 09:34:23,G24TY,G312RS,4.222,25.17,15.36,0.0%,0.0,15.36,Card,2
2024-02-25 09:40:33,G415ES,G429JY,3.521,21.73,13.62,0.0%,0.0,13.62,Cash,2
2024-02-25 09:43:03,G158TA,G120UP,5.653,21.62,15.18,10.0%,1.52,16.7,Card,1
2024-02-25 09:53:44,G21LP,G521SQ,6.225,18.77,14.6,0.0%,0.0,15.33,Unknown,1
2024-02-25 10:03:13,G134PE,G208LD,6.704,16.5,14.16,0.0%,0.0,14.16,Card,2
2024-02-25 10:21:28,G311PX,G415AE,11.273,14.63,16.92,0.0%,0.0,16.92,Card,1
2024-02-25 10:44:48,G401AH,G29TZ,2.943,9.93,9.02,0.0%,0.0,9.02,Card,1
2024-02-25 10:50:10,G133BN,G521NH,8.855,16.98,15.94,0.0%,0.0,15.94,Cash,1
2024-02-25 11:02:30,G133DA,G200TS,4.744,10.67,10.63,0.0%,0.0,10.63,Card,2
2024-02-25 11:29:37,G133UE,G514DA,7.103,14.92,13.9,0.0%,0.0,13.9,Card,1
2024-02-25 11:42:00,G120FE,G37HQ,4.799,15.35,12.32,0.0%,0.0,12.32,Card,1
2024-02-25 11:55:42,G312NQ,G428SS,5.265,15.6,12.76,15.0%,1.91,14.67,Card,3
2024-02-25 12:19:59,G129QA,G314UP,15.626,23.37,23.28,0.0%,0.0,23.28,Card,1
2024-02-25 12:26:55,G133UJ,G207XU,7.366,19.7,15.79,15.0%,2.37,18.16,Card,2
2024-02-25 12:29:42,G117TZ,G429UP,11.389,16.97,17.84,10.0%,1.78,19.62,Card,1
2024-02-25 12:32:16,G49HY,G12DW,3.6,14.8,11.23,0.0%,0.0,11.23,Card,1
2024-02-25 12:40:33,G415SR,G24BG,7.062,11.03,12.49,5.0%,0.62,13.11,Card,2
2024-02-25 12:42:19,G207QS,G413QJ,8.269,12.13,13.79,0.0%,0.0,13.79,Card,1
2024-02-25 12:47:13,G117LW,G120LF,2.89,8.03,8.3,5.0%,0.42,8.72,Card,2
2024-02-25 12:53:16,G227PD,G514TH,16.757,24.05,24.37,5.0%,1.22,25.59,Card,3
2024-02-25 12:59:55,G49SE,G514PL,9.623,12.18,14.82,5.0%,0.74,15.56,Card,1
2024-02-25 13:25:51,G523NT,G133AH,9.634,19.58,17.44,0.0%,0.0,17.44,Card,1
2024-02-25 13:29:38,G40HP,G157TU,13.592,22.93,21.6,15.0%,3.24,24.84,Card,2
2024-02-25 13:30:36,G227DD,G420NN,13.774,22.93,21.73,0.0%,0.0,21.73,Card,2
2024-02-25 14:25:46,G132EF,G36UA,5.925,17.38,13.88,5.0%,0.69,14.57,Card,2
2024-02-25 14:50:47,G13DS,G116BY,3.958,14.15,11.27,0.0%,0.0,11.27,Cash,1
2024-02-25 15:13:03,G156DQ,G140SR,6.208,14.2,12.97,0.0%,0.0,12.97,Card,1
2024-02-25 15:23:30,G512UW,G514QA,2.874,6.53,7.76,0.0%,0.0,7.76,Card,1
2024-02-25 15:26:44,G12PT,G156DA,10.866,20.8,18.8,0.0%,0.0,18.8,Card,2
2024-02-25 15:39:08,G404LH,G206AE,8.656,20.2,16.93,0.0%,0.0,16.93,Card,1
2024-02-25 15:41:29,G120SS,G200JJ,2.119,5.5,6.83,5.0%,0.34,7.17,Card,1
2024-02-25 15:46:37,G235JX,G25RU,6.701,19.03,15.05,5.0%,0.75,15.8,Card,1
2024-02-25 15:52:39,G38RQ,G314BT,8.737,24.05,18.35,5.0%,0.92,19.27,Card,2
2024-02-25 16:02:42,G149EN,G120AF,4.114,19.33,13.22,0.0%,0.0,14.54,Unknown,1
2024-02-25 16:05:30,G522QA,G158HJ,12.788,33.92,24.88,5.0%,1.24,26.12,Card,1
2024-02-25 16:16:57,G413UG,G158TA,15.172,36.07,27.42,0.0%,0.0,27.42,Card,1
2024-02-25 16:24:09,G117XH,G212QW,8.16,30.18,20.08,0.0%,0.0,20.08,Card,1
2024-02-25 16:28:01,G131SA,G420NW,12.922,27.1,22.57,0.0%,0.0,22.57,Unknown,1
2024-02-25 16:30:05,G523BY,G37XP,8.077,28.33,19.37,0.0%,0.0,19.37,Unknown,1
2024-02-25 16:39:39,G24RU,G226QG,4.442,25.0,15.46,10.0%,1.55,17.01,Card,2
2024-02-25 16:47:09,G208HE,G37TT,4.479,20.37,13.86,5.0%,0.69,14.55,Card,2
2024-02-25 16:56:50,G209EU,G314RG,15.772,31.17,26.14,0.0%,0.0,26.14,Card,1
2024-02-25 16:56:58,G37LH,G514DP,7.378,25.77,17.94,0.0%,0.0,17.94,Card,1
2024-02-25 17:13:04,G235AE,G428PT,9.588,33.63,22.37,0.0%,0.0,22.37,Unknown,2
2024-02-25 17:36:37,G133PQ,G129EF,5.051,26.58,16.48,0.0%,0.0,16.48,Card,2
2024-02-25 17:37:36,G133RA,G206BT,5.415,28.87,17.56,0.0%,0.0,18.44,Cash,1
2024-02-25 17:51:11,G21QY,G132HW,9.168,39.35,24.08,5.0%,1.2,25.28,Card,1
2024-02-25 17:52:39,G120HH,G227LZ,6.803,25.37,17.37,0.0%,0.0,17.37,Unknown,1
2024-02-25 18:20:37,G158PD,G14RU,11.789,31.37,23.23,0.0%,0.0,23.23,Card,2
2024-02-25 18:57:36,G132JP,G120HX,3.686,18.6,12.64,0.0%,0.0,12.64,Unknown,2
2024-02-25 19:41:05,G404EA,G15AE,2.633,7.03,7.76,0.0%,0.0,7.76,Card,1
2024-02-25 19:50:05,G521SX,G38PD,7.563,15.48,14.44,0.0%,0.0,14.44,Unknown,2
2024-02-25 20:08:48,G401DA,G314HA,3.37,10.32,9.47,0.0%,0.0,9.47,Card,2
2024-02-25 20:18:30,G420JU,G50AY,2.694,5.5,7.26,5.0%,0.36,7.62,Card,1
2024-02-25 20:36:18,G140BS,G413LJ,12.767,18.8,19.52,5.0%,0.98,20.5,Card,1
2024-02-25 20:37:43,G133SW,G413SE,13.954,20.45,20.99,0.0%,0.0,23.09,Unknown,2
2024-02-25 20:44:55,G521PS,G524UE,3.65,10.65,9.8,0.0%,0.0,9.8,Card,1
2024-02-25 20:51:57,G116DA,G58RJ,4.671,9.88,10.29,0.0%,0.0,10.29,Card,1
2024-02-25 21:18:06,G403QD,G428UA,3.732,11.02,9.99,0.0%,0.0,9.99,Card,2
2024-02-25 21:31:46,G413EJ,G131HU,11.415,22.63,19.86,0.0%,0.0,19.86,Card,1
2024-02-25 21:47:12,G214NR,G37TA,6.516,13.7,13.03,0.0%,0.0,13.03,Card,2
2024-02-25 21:49:01,G312TX,G523JZ,13.455,16.82,19.33,5.0%,0.97,20.3,Card,2
2024-02-25 21:57:55,G420BG,G133BW,12.875,21.38,20.51,0.0%,0.0,20.51,Card,2
2024-02-25 22:08:20,G132QD,G132TB,0.24,0.5,3.66,0.0%,0.0,3.66,Card,1
2024-02-25 22:13:38,G36TR,G117HH,7.561,12.82,13.5,5.0%,0.68,14.18,Card,2
2024-02-25 22:19:30,G521JR,G134HU,10.712,19.08,18.08,0.0%,0.0,20.79,Unknown,3
2024-02-25 22:23:33,G227RE,G115QN,6.349,16.78,13.99,5.0%,0.7,14.69,Card,1
2024-02-25 22:30:39,G420AA,G131DZ,14.312,20.98,21.45,0.0%,0.0,21.45,Card,1
2024-02-25 22:41:17,G37TT,G140YF,5.783,13.38,12.36,0.0%,0.0,12.36,Card,1
2024-02-25 22:58:14,G200EZ,G522DL,8.568,16.72,15.63,0.0%,0.0,15.63,Card,1
2024-02-25 23:25:24,G157AQ,G415HF,17.519,25.18,26.44,0.0%,0.0,27.76,Cash,1
2024-02-26 00:28:20,G38EN,G40TX,4.989,19.15,14.91,0.0%,0.0,16.4,Unknown,1
2024-02-26 00:30:08,G429TD,G213BQ,9.766,26.78,21.19,5.0%,1.06,22.25,Card,1
2024-02-26 00:37:41,G402SB,G38QX,6.713,16.53,15.28,0.0%,0.0,15.28,Card,1
2024-02-26 01:03:11,G200JU,G11SN,5.88,19.7,15.77,0.0%,0.0,15.77,Cash,1
2024-02-26 01:36:10,G117NJ,G214LX,9.242,20.02,18.41,10.0%,1.84,20.25,Card,2
2024-02-26 02:07:13,G429HT,G40YD,5.684,19.63,15.6,0.0%,0.0,15.6,Cash,1
2024-02-26 03:02:58,G312QD,G133PF,12.971,18.43,20.64,0.0%,0.0,22.7,Unknown,3
2024-02-26 05:14:02,G427AN,G428JD,0.661,2.72,5.86,0.0%,0.0,5.86,Card,1
2024-02-26 05:14:26,G132PA,G227TL,9.225,21.7,18.99,0.0%,0.0,18.99,Card,2
2024-02-26 05:21:18,G212PB,G414JS,9.313,10.57,15.12,0.0%,0.0,15.12,Card,1
2024-02-26 05:40:36,G524HJ,G129XT,7.962,16.8,16.31,0.0%,0.0,16.31,Cash,1
2024-02-26 05:46:56,G117TZ,G524DW,8.402,12.43,15.09,0.0%,0.0,15.09,Card,2
2024-02-26 05:48:52,G129HS,G521EL,6.716,12.8,13.96,0.0%,0.0,13.96,Card,1
2024-02-26 06:12:51,G128HE,G413NS,7.447,18.15,15.3,0.0%,0.0,16.07,Unknown,2
